geonameid|lang|name|count|length
239880|sl|Centralnoafriska republika|1|26
239880|sq|Republika Qendrore e Afrikes|1|28
239880|sv|Centralafrikanska republiken|1|28
239880|sw|Jamhuri ya Afrika ya Kati|1|25
239880|tr|Orta Afrika Cumhuriyeti|1|23
239880|vi|Cong hoa Trung Phi|1|18
239880|pl|Republika Srodkowoafrykanska|1|28
239880|an|Republica Centroafricana|1|24
239880|ast|Republica Centroafricana|1|24
239880|bs|Srednjoafricka Republika|1|24
239880|ca|Republica Centreafricana|1|24
239880|gl|Republica Centroafricana|1|24
239880|ia|Republica Centroafrican|1|23
239880|io|Centrafrika|1|11
239880|jv|Republik Afrika Tengah|1|22
239880|kw|Centrafrika|1|11
239880|li|Centraal Afrika|1|15
239880|lv|Centralafrika|1|13
239880|nds|Zentraalafrikaansche Republik|1|29
239880|nn|Den sentralafrikanske republikken|1|33
239880|no|Den sentralafrikanske republikk|1|31
239880|nov|Sentral Afrikani Republike|1|26
239880|oc|Centreafrica|1|12
239880|pam|Republika ning Central Aprika|1|29
239880|ro|Republica Centrafricana|1|23
239880|hbs|Srednjoafricka Republika|1|24
239880|sl|Srednjeafriska republika|1|24
239880|sq|Republika e Afrikes Qendrore|1|28
239880|tl|Republika ng Gitnang Aprika|1|27
239880|vi|Cong hoa Trung Phi|1|18
239880|et|Kesk Aafrika Vabariik|1|21
239880|fr|Centrafricaine, republique|1|26
239880|gl|Republica Africana Central|1|26
239880|ia|Republica African Central|1|25
239880|ln|Repibiki ya Afrika ya Kati|1|26
239880|ak|Afrika Finimfin Man|1|19
239880|az|Orta Afrika respublikasi|1|24
239880|bm|Santarafiriki|1|13
239880|br|Republik Kreizafrikan|1|21
239880|bs|Centralnoafricka Republika|1|26
239880|ee|Titina Afrika repoblik nutome|1|29
239880|ff|Ndenndaandi Santarafrik|1|23
239880|ha|Jamhuriyar Afirka Ta Tsakiya|1|28
239880|ki|Jamhuri ya Afrika ya Kati|1|25
239880|lg|Lipubulika eya Senturafiriki|1|28
239880|lu|Ditunga dya Afrika wa munkatshi|1|31
239880|mg|Repoblika Ivon'Afrika|1|21
239880|nd|Central African Republic|1|24
239880|oc|Republica Centraficana|1|22
239880|rm|Republica Centralafricana|1|25
239880|rn|Repubulika ya Santarafurika|1|27
239880|se|Gaska-Afrihka dassevaldi|1|24
239880|sg|Kodorosese ti Beafrika|1|22
239880|sn|Central African Republic|1|24
239880|so|Jamhuuriyadda Afrikada Dhexe|1|28
239880|yo|Arin gungun Afirika|1|19
239880|zu|i-Central African Republic|1|26
239880|gv|Pobblaght yn Affrick Veanagh|1|28
239880|gd|Poblachd Meadhan Afraga|1|23
239880|lij|Repubbrica Centro-Africann-a|1|28
239880|bjn|Ripublik Aprika Tangah|1|22
239880|war|Republika han Butnga nga Aprika|1|31
239880|szl|Strzodkowoafrikansko Republika|1|30
239880|ht|Repiblik santafrik|1|18
239880|diq|Cumhuriyete Afrikaya Miyanene|1|29
239880|tk|Merkezi Afrika Respublikasy|1|27
239880|lb|Zentralafrikanesch Republik|1|27
239880|lad|Repuvlika Sentroafrikana|1|24
239880|su|Republik Afrika Tengah|1|22
239880|ln|Santrafrika|1|11
239880|ts|Afrika Wale Xikarhi|1|19
239880|ss|Umkhatsi we-Afrikha|1|19
239880|ace|Republik Afrika Teungoh|1|23
239880|sc|Tzentrafrica|1|12
239880|crh|Merkeziy Afrika|1|15
239880|so|Jamhuuriyadda Bartamaha Afrika|1|30
239880|fy|Sintraal-Afrikaanske Republyk|1|29
239880|kaa|Orayliq Afrika Respublikasi|1|27
239880|rw|Repubulika ya Santara Afurika|1|29
239880|ang|Middel Affricanisc Cynewise|1|27
239880|vec|Republica Sentrafricana|1|23
239880|hsb|Centralnoafriska republika|1|26
239880|dsb|Centralnoafriska republika|1|26
239880|ku|Komara Afrikaya Navend|1|22
239880|ilo|Republika ti Tengnga nga Aprika|1|31
239880|kg|Repubilika ya Afelika ya Kati|1|29
239880|wo|Reewum Diggu Afrig|1|18
239880|als|Zentralafrikanische Republik|1|28
239880|frp|Republica centrafriquena|1|24
239880|qu|Chawpi Aphrika Ripuwlika|1|24
239880|ext|Repubrica Centroafricana|1|24
239880|cy|Gweriniaeth Canolbarth Affrica|1|30
239880|stq|Zentroalafrikoanske Republik|1|28
239880|lmo|Republica Centrafricana|1|23
239880|yo|Orile-ede Olominira Arin Afrika|1|31
239880|az|M@rk@zi Afrika Respublikasi|1|27
239880|nah|Tlacatlahtohcayotl Tlahco Africa|1|32
239880|na|Ripubrikin Aprika Yugaga|1|24
239880|bm|Cema Afrika Fasojamana|1|22
239880|la|Res publica Africae Mediae|1|26
239880|ceb|Republikang Sentral Aprikano|1|28
239880|vo|Zanoda-Frikop|1|13
239880|scn|Ripubblica Centrafricana|1|24
239880|pms|Republica Sentrafrican-a|1|24
239880|uz|Markaziy Afrika Respublikasi|1|28
239880|pih|Sentril Afrekan Repablik|1|24
239880|bcl|Sentral na Aprikanong Republika|1|31
239880|sgs|Centrenes Afrekas Respobleka|1|28
239880|gag|Merkez Afrika Respublikasi|1|26
239880|ie|Republica Centralafrican|1|24
239880|mg|Repoblikani Afrika Afovoany|1|27
239880|mt|Repubblika Centru-Afrikana|1|26
239880||Tiong-hui Kiong-ho-kok|1|22
239880|cdo|Dung-hi Geung-huo-guok|1|22
239880|ee|Titina Afrika|1|13
239880|hak|Chung-fi Khiung-fo-koet|1|23
239880|id|Afrika Tengah|1|13
239880|kab|Tagduda n Tefriqt Talemmast|1|27
239880|min|Republik Afrika Tangah|1|22
239880|om|Aafrikaa Giddu Galeessaa|1|24
239880|vep|Keskafrikan Tazovaldkund|1|24
239880|za|Cunghfeih Gunghozgoz|1|20
239880|zea|Centraol Afrikaonse Republiek|1|29
239880|ig|Central African Republik|1|24
239880|qu|Republica Centroafricana|1|24
239880|wo|Repiblik Santar Afrik|1|21
3508796|es|Republica Dominicana|1|20
3508796|af|Dominikaanse Republiek|1|22
3508796|ca|Republica Dominicana|1|20
3508796|cs|Dominikanska republika|1|22
3508796|cy|Y Weriniaeth Ddominicaidd|1|25
3508796|da|Den Dominikanske Republik|1|25
3508796|de|Dominikanische Republik|1|23
3508796|en|Dominican Republic|1|18
3508796|eo|Domingo|1|7
3508796|et|Dominikaani Vabariik|1|20
3508796|eu|Dominikar Errepublika|1|21
3508796|fi|Dominikaaninen tasavalta|1|24
3508796|fo|Dominikalydveldid|1|17
3508796|fr|Republique dominicaine|1|22
3508796|ga|an Phoblacht Dhoiminiceach|1|26
3508796|hr|Dominikanska Republika|1|22
3508796|hu|Dominikai Koztarsasag|1|21
3508796|id|Republik Dominika|1|17
3508796|is|Dominiska lydveldid|1|19
3508796|it|Repubblica Dominicana|1|21
3508796|lt|Dominikos Respublika|1|20
3508796|lv|Dominikanas Republika|1|21
3508796|ms|Republik Dominican|1|18
3508796|mt|ir-Repubblika Dominicana|1|24
3508796|nb|Den dominikanske republikk|1|26
3508796|nl|Dominicaanse Republiek|1|22
3508796|nn|Den dominikanske republikk|1|26
3508796|pl|Republika Dominikanska|1|22
3508796|pt|Republica Dominicana|1|20
3508796|ro|Republica Dominicana|1|20
3508796|sk|Dominikanska republika|1|22
3508796|sl|Dominikanska republika|1|22
3508796|sq|Republika Dominikane|1|20
3508796|sv|Dominikanska republiken|1|23
3508796|sw|Jamhuri ya Dominikan|1|20
3508796|tr|Dominik Cumhuriyeti|1|19
3508796|an|Republica Dominicana|1|20
3508796|bs|Dominikanska Republika|1|22
3508796|da|Dominikanske Republik|1|21
3508796|gl|Republica Dominicana|1|20
3508796|ia|Republica Dominican|1|19
3508796|io|Dominikana Republiko|1|20
3508796|kw|Repoblek Dhominikanek|1|21
3508796|lv|Dominikana|1|10
3508796|na|Ripubrikin Dominika|1|19
3508796|nds|Dominikaansche Republiek|1|24
3508796|nn|Den dominikanske republikken|1|28
3508796|no|Den dominikanske republikk|1|26
3508796|oc|Republica dominicana|1|20
3508796|pl|Dominikana|1|10
3508796|hbs|Dominikanska Republika|1|22
3508796|sq|Republika Dominikane|1|20
3508796|tl|Republikang Dominikano|1|22
3508796|vi|Cong hoa Dominica|1|17
3508796|es|Republica de Santo Domingo|1|26
3508796|es|Haiti Espanol|1|13
3508796|es|Quisqueya|1|9
3508796|br|Republik Dominikan|1|18
3508796|ht|Dominikani|1|10
3508796|ku|Komara Dominik|1|14
3508796|la|Res publica Dominicana|1|22
3508796|lv|Dominikana|1|10
3508796|ms|Republik Dominica|1|17
3508796|pam|Dominikana Republika|1|20
3508796|scn|Ripubbrica Duminicana|1|21
3508796|frp|Republica domeniquena|1|21
3508796|ms|Republik Dominika|1|17
3508796|pms|Republica Duminican-a|1|21
3508796|sw|Jamhuri ya Dominika|1|19
3508796|vo|Sandominan|1|10
3508796|fr|Dominicaine, republique|1|23
3508796|gl|Republica Dominica|1|18
3508796|pl|Republika Dominikany|1|20
3508796|vi|Cong hoa Do-mi-ni-ca|1|20
3508796||Santo Domingo|1|13
3508796|ak|Domeneka Kurokese|1|17
3508796|az|Dominik Respublikasi|1|20
3508796|bm|Domimiki republiki|1|18
3508796|ee|Dominika repoblik nutome|1|24
3508796|ff|Ndenndanndi Dominika|1|20
3508796|ha|Jamhuriyar Dominika|1|19
3508796|ki|Jamhuri ya Dominika|1|19
3508796|lg|Lipubulika ya Dominika|1|22
3508796|ln|Repibiki ya Dominike|1|20
3508796|lu|Ditunga wa Duminiku|1|19
3508796|mg|Repoblika Dominikanina|1|22
3508796|nd|Dominican Republic|1|18
3508796|rm|Republica Dominicana|1|20
3508796|rn|Repubulika ya Dominika|1|22
3508796|se|Dominikana dassevaldi|1|21
3508796|sg|Kodorosese ti Dominika|1|22
3508796|sn|Dominican Republic|1|18
3508796|so|Jamhuuriyaddda Dominika|1|23
3508796|to|Lepupelika Tominika|1|19
3508796|yo|Dominikani|1|10
3508796|zu|i-Dominican Republic|1|20
3508796|als|Dominikanische Republik|1|23
3508796|ast|Republica Dominicana|1|20
3508796|ay|Republika Duminikana|1|20
3508796|az|Dominikan Respublikasi|1|22
3508796|bcl|Dominikanang Republika|1|22
3508796|ceb|Republikang Dominikano|1|22
3508796|crh|Dominikan Cumhuriyeti|1|21
3508796|cy|Gweriniaeth Dominica|1|20
3508796|diq|Cumhuriyete Dominika|1|20
3508796|dsb|Dominikanska republika|1|22
3508796|ext|Repubrica Dominicana|1|20
3508796|fo|Dominikanalydveldid|1|19
3508796|frr|Dominikaans Republiik|1|21
3508796|fy|Dominikaanske Republyk|1|22
3508796|gag|Dominikan Respublikasi|1|22
3508796|gd|Poblachd Dhoiminicia|1|20
3508796|gv|Yn Phobblaght Ghominicagh|1|25
3508796|hak|Dominica Khiung-fo-koet|1|23
3508796|hsb|Dominikanska republika|1|22
3508796|ilo|Republika a Dominikano|1|22
3508796|jv|Republik Dominika|1|17
3508796|lb|Dominikanesch Republik|1|22
3508796|li|Dominicaanse Rippubliek|1|23
3508796|lij|Repubbrica Dominicann-a|1|23
3508796|lmo|Republiga Dominicana|1|20
3508796|ln|Republiki Dominikani|1|20
3508796|mt|Repubblika Dominikana|1|21
3508796|nah|Domingotlacatlahtohcayotl|1|25
3508796|nov|Dominikal Republike|1|19
3508796|nv|Domingo Bikeyah|1|15
3508796|pag|Republika na Dominikana|1|23
3508796|pap|Republika Dominikano|1|20
3508796|pih|Dominikan Repablik|1|18
3508796|qu|Duminikana|1|10
3508796|rw|Repubulika ya Dominikani|1|24
3508796|ss|Tibuse weDomonokha|1|18
3508796|su|Republik Dominika|1|17
3508796|szl|Duminikana|1|10
3508796|uz|Dominika Respublikasi|1|21
3508796|vec|Republica Dominicana|1|20
3508796|war|Republika Dominicana|1|20
3508796|wo|Reewum Dominik|1|14
3508796|yo|Orileominira Dominiki|1|21
3508796|zea|Dominicaanse Republiek|1|22
3508796||Dominic Kiong-ho-kok|1|20
3508796|sgs|Duomenekas Respobleka|1|21
3508796|bar|Dominikanische Republik|1|23
3508796|cdo|Dominica Geung-huo-guok|1|23
3508796|ie|Republica Dominican|1|19
3508796|om|Rippabiliika Dominiikaan|1|24
3508796|tet|Republika Dominikana|1|20
3508796|vep|Dominikanine Tazovaldkund|1|25
3508796|za|Dominica Gunghozgoz|1|19
3508796|gd|A' Phoblachd Dhoiminiceach|1|26
3508796|ig|Dominican Republik|1|18
3508796|qu|Republica Dominicana|1|20
3508796|tk|Dominikan Respublikasy|1|22
3508796|uz|Dominikan Respublikasi|1|22
3508796|wo|Repiblik Dominiken|1|18
2635167|en|Britain|1|7
2635167|aa|United Kingdom|1|14
2635167|cs|Velka Britanie|1|14
2635167|da|Storbritannien|1|14
2635167|eo|Unuiginta Reglando|1|18
2635167|et|UK|1|2
2635167|fi|Britannia|1|9
2635167|fr|R.-u.|1|5
2635167|gv|Rywvaneth Unys|1|14
2635167|hr|Ujedinjena Kraljevina|1|21
2635167|hu|Egyesult Kiralysag|1|18
2635167|id|Inggris Raya|1|12
2635167|is|Bretland|1|8
2635167|kw|Rywvaneth Unys|1|14
2635167|lv|Lielbritanija|1|13
2635167|nb|Storbritannia|1|13
2635167|nn|Storbritannia|1|13
2635167|om|United Kingdom|1|14
2635167|pt|Reino Unido|1|11
2635167|ro|Regatul Unit|1|12
2635167|sl|Velika Britanija|1|16
2635167|sv|Storbritannien|1|14
2635167|sw|Ufalme wa Muungano|1|18
2635167|tr|Birlesik Krallik|1|16
2635167|uz|Britaniya|1|9
2635167|vi|Vuong quoc Anh|1|14
2635167|de|Grossbritannien|1|15
2635167|af|Verenigde Koninkryk|1|19
2635167|an|Reino Unito|1|11
2635167|ang|Geaned Cynerice|1|15
2635167|ast|Reinu Uniu|1|10
2635167|ast|Reinu Xuniu|1|11
2635167|az|Boyuk Britaniya|1|15
2635167|bar|Vaeinigts Kinireich|1|19
2635167|br|Rouantelezh Unanet Breizh-Veur ha Norzhiwerzhon|1|47
2635167|bs|Ujedinjeno Kraljevstvo|1|22
2635167|ca|Regne Unit de la Gran Bretanya i Irlanda del Nord|1|49
2635167|cdo|Ing-guok|1|8
2635167|co|Regnu Unitu|1|11
2635167|cs|Spojene kralovstvi|1|18
2635167|da|Det Forenede Kongerige|1|22
2635167|da|Det Forenede Kongerige Storbritannien og Nordirland|1|51
2635167|et|Suurbritannia|1|13
2635167|eu|Erresuma Batua|1|14
2635167|fi|Yhdistynyt kuningaskunta|1|24
2635167|fo|Stora Bretland|1|14
2635167|frp|Royomo-Uni|1|10
2635167|fy|Grut-Brittanje|1|14
2635167|gd|An Rioghachd Aonaichte|1|22
2635167|gl|Reino Unido - United Kingdom|1|28
2635167|gv|Reeriaght Unnaneysit|1|20
2635167|hr|Ujedinjeno Kraljevstvo|1|22
2635167|hsb|Zjednocene kralestwo|1|20
2635167|ht|Wayom Ini|1|9
2635167|ia|Regno Unite|1|11
2635167|id|Britania Raya|1|13
2635167|ilo|Nagkaykaysa a Pagarian|1|22
2635167|io|Unionita Rejio|1|14
2635167|ku|Keyatiya Yekbuyi ya Britaniya Mezin u Irlanda|1|45
2635167|ku|Keyaniya Yekbuyi|1|16
2635167|la|Britanniarum Regnum|1|19
2635167|la|Regnum Unitum|1|13
2635167|lb|Groussbritannien|1|16
2635167|lb|Groussbritannien an Nordirland|1|30
2635167|li|Vereineg Keuninkriek|1|20
2635167|lij|Regno Unio|1|10
2635167|lv|Apvienota Karaliste|1|19
2635167|mi|Kingitanga Kotahi|1|17
2635167|mt|Renju Unit|1|10
2635167|nds|Vereenigt Konigriek vun Grootbritannien un Noordirland|1|54
2635167|no|Det forente kongerike Storbritannia og Nord-Irland|1|50
2635167|nrm|Rouoyaume Unni|1|14
2635167|oc|Reialme Unit|1|12
2635167|pam|Pisanmetung a Ka-arian|1|22
2635167|pms|Regn Uni|1|8
2635167|qu|Hukllachasqa Qhapaq Suyu|1|24
2635167|rm|Reginavel Uni da la Gronda Britannia ed Irlanda dal Nord|1|56
2635167|rmy|Phandlo Thagaripen la Bare Britaniyako thai le Nordutne Irlandesko|1|66
2635167|ro|Regatul Unit al Marii Britanii si al Irlandei de Nord|1|53
2635167|scn|Regnu Unitu|1|11
2635167|sco|Unitit Kinrick|1|14
2635167|hbs|Ujedinjeno Kraljevstvo|1|22
2635167|sl|Zdruzeno kraljestvo Velike Britanije in Severne Irske|1|53
2635167|sq|Mbreteria e Bashkuar e Britanise se Madhe dhe Irlandes se Veriut|1|64
2635167|tet|Reinu Naklibur|1|14
2635167|tl|Nagkakaisang Kaharain|1|21
2635167|tl|Nagkakaisang Kaharian|1|21
2635167|ty|Paratane|1|8
2635167|vi|Vuong quoc Lien hiep Anh va Bac Ireland|1|39
2635167|fr|Royaume Uni|1|11
2635167|hr|Velika Britanija|1|16
2635167|id|Kerajaan Inggris|1|16
2635167|is|Stora-Bretland|1|14
2635167|ln|Angeletele|1|10
2635167|lv|Lielbritanijas un Ziemelirijas Apvienota Karaliste|1|50
2635167|pl|Zjednoczone Krolestwo Wielkiej Brytanii|1|39
2635167|se|Stuorra-Britannia|1|17
2635167|to|Pilitania|1|9
2635167|tr|Ingiltere|1|9
2635167|de|Grossbritannien und Nordirland|1|30
2635167|no|Storbritannia|1|13
2635167|en|U.K.|1|4
2635167|en|United Kingdom of Great Britain and Northern Ireland|1|52
2635167||Britain|1|7
2635167|ak|Ahendiman Nkabom|1|16
2635167|bm|Angileteri|1|10
2635167|ee|United Kingdom nutome|1|21
2635167|ff|Laamateeri Rentundi|1|19
2635167|ha|Biritaniya|1|10
2635167|ki|Ngeretha|1|8
2635167|kl|Tuluit Nunaat|1|13
2635167|lg|Bungereza|1|9
2635167|lu|Angeletele|1|10
2635167|mg|Angletera|1|9
2635167|nd|United Kingdom|1|14
2635167|oc|Reiaume Unit|1|12
2635167|rm|Reginavel Uni|1|13
2635167|rn|Ubwongereza|1|11
2635167|sg|Kodorogbia--Oko|1|15
2635167|sn|United Kingdom|1|14
2635167|yo|Geesi|1|5
2635167|zu|i-U.K.|1|6
2635167|lt|Jungtine Didziosios Britanijos ir Siaures Airijos Karalyste|1|59
2635167|olo|Yhtys Kuningaskundu|1|19
2635167|nl|Groot-Brittannie|1|16
2635167|eo|Unuiginta Reglando de Granda Britio kaj Nord-Irlando|1|52
2635167|mi|Hononga o Piritene|1|18
2635167|qu|Reino Unido|1|11
2635167|su|Britania Raya|1|13
2635167|tk|Birlesen Patysalyk|1|18
2635167|wo|Ruwaayom Ini|1|12
2635167|nl|Verenigd Koninkrijk|1|19
2635167|de|Vereinigtes Konigreich|1|22
2635167|it|Regno Unito|1|11
2635167|en|U.K|1|3
1835841|ko|Taehan-min'guk|1|14
1835841||Tchosen|1|7
1835841||Tyosen|1|6
1835841||Koryo|1|5
1835841||Tai Han|1|7
1835841||Kara no Kuni|1|12
1835841||Tschoson|1|8
1835841||Korie|1|5
1835841||Kaoli|1|5
1835841||Tchao-sien|1|10
1835841||Koreya|1|6
1835841||Caoli|1|5
1835841||Kan-koku|1|8
1835841||Han|1|3
1835841||Koria|1|5
1835841||Dai Han|1|7
1835841||Korai|1|5
1835841||Han-kouo|1|8
1835841||Korye|1|5
1835841||Corea|1|5
1835841||Chyosyon|1|8
1835841||Coray|1|5
1835841||Dae Han Min Kuk|1|15
1835841||Coree|1|5
1835841||Corai|1|5
1835841||Coria|1|5
1835841||Daehan-Min'guk|1|14
1835841||Choson|1|6
1835841||Coras|1|5
1835841||Chosen|1|6
1835841|af|Suid-Korea|1|10
1835841|ca|Corea del Sud|1|13
1835841|cs|Jizni Korea|1|11
1835841|cy|De Corea|1|8
1835841|da|Sydkorea|1|8
1835841|de|Republik Korea|1|14
1835841|eo|Sud-Koreo|1|9
1835841|et|Louna-Korea|1|11
1835841|eu|Hego Korea|1|10
1835841|fi|Etela-Korea|1|11
1835841|fo|Sudurkorea|1|10
1835841|fr|Coree du Sud|1|12
1835841|ga|an Choire Theas|1|15
1835841|hr|Koreja, Juzna|1|13
1835841|hu|Korea, Del|1|10
1835841|id|Korea Selatan|1|13
1835841|is|Sudur-Korea|1|11
1835841|it|Corea del Sud|1|13
1835841|lt|Pietu Koreja|1|12
1835841|lv|Dienvidkoreja|1|13
1835841|ms|Selatan Korea|1|13
1835841|mt|il-Korea t'Isfel|1|16
1835841|nb|Sor-Korea|1|9
1835841|nl|Zuid-Korea|1|10
1835841|nn|Sor-Korea|1|9
1835841|pl|Korea Poludniowa|1|16
1835841|pt|Coreia, Sul|1|11
1835841|ro|Coreea de Sud|1|13
1835841|sk|Korea, Juzna|1|12
1835841|sl|Juzna Koreja|1|12
1835841|so|Kuuriyada Koonfureed|1|20
1835841|sq|Kore e Jugut|1|12
1835841|sv|Sydkorea|1|8
1835841|sw|Korea ya Kusini|1|15
1835841|tr|Guney Kore|1|10
1835841|vi|Han Quoc|1|8
1835841|an|Corea d'o Sur|1|13
1835841|ast|Corea del Sur|1|13
1835841|az|Koreya Respublikasi|1|19
1835841|br|Republik Korea|1|14
1835841|bs|Juzna Koreja|1|12
1835841|csb|Republika Koreji|1|16
1835841|eo|Sud-Koreio|1|10
1835841|frp|Core du Sud|1|11
1835841|hr|Juzna Koreja|1|12
1835841|hsb|Juzna Koreja|1|12
1835841|ht|Kore disid|1|10
1835841|hu|Del-Korea|1|9
1835841|ia|Corea del Sud|1|13
1835841|io|Sud-Korea|1|9
1835841|ku|Komara Koreye|1|13
1835841|kw|Korea Dheghow|1|13
1835841|la|Respublica Coreae|1|17
1835841|li|Zuud-Korea|1|10
1835841|ms|Korea Selatan|1|13
1835841|mt|Korea t'Isfel|1|13
1835841|nap|Corea d' 'o Sud|1|15
1835841|nds|Suudkorea|1|9
1835841|no|Sor-Korea|1|9
1835841|oc|Corea del Sud|1|13
1835841|pam|South Korea|1|11
1835841|pt|Coreia do Sul|1|13
1835841|scn|Corea du Sud|1|12
1835841|se|Matta-Korea|1|11
1835841|hbs|Juzna Koreja|1|12
1835841|sk|Korejska republika|1|18
1835841|sq|Korea Jugore|1|12
1835841|sw|Jamhuri ya Korea|1|16
1835841|sw|Korea Kusini|1|12
1835841|tl|Timog Korea|1|11
1835841|tpi|Saut Korea|1|10
1835841|tr|Kore Cumhuriyeti|1|16
1835841|vo|Suluda-Koreyan|1|14
1835841|war|Salatan nga Korea|1|17
1835841|es|Republica de Corea|1|18
1835841|et|Louna Korea|1|11
1835841|gl|Corea do Sur|1|12
1835841|nb|Sor-Korea, Republikken|1|22
1835841|nl|Republiek Korea|1|15
1835841|pl|Republika Korei|1|15
1835841|pt|Republica da Coreia|1|19
1835841|sk|Juzna Korea|1|11
1835841|to|Kolea Tonga|1|11
1835841|vi|Nam Trieu Tien|1|14
1835841|en|Republic of Korea|1|17
1835841|ak|Anaafo Koria|1|12
1835841|az|C@nubi Koreya|1|13
1835841|bm|Worodugu Kore|1|13
1835841|br|Korea ar Su|1|11
1835841|ee|Anyiehe Korea nutome|1|20
1835841|ff|Koree Worgo|1|11
1835841|ha|Koriya Ta Kudu|1|14
1835841|ki|Korea Kusini|1|12
1835841|kl|Korea Kujalleq|1|14
1835841|ku|Koreya Basur|1|12
1835841|lg|Koreya ey'omumaserengeta|1|24
1835841|ln|Kore ya sudi|1|12
1835841|lu|Kore wa mwinshi|1|15
1835841|mg|Korea Atsimo|1|12
1835841|nd|South Korea|1|11
1835841|rm|Corea dal Sid|1|13
1835841|rn|Koreya y'amajepfo|1|17
1835841|sg|Koree ti Mbongo|1|15
1835841|sn|Korea, South|1|12
1835841|yo|Ariwa Koria|1|11
1835841|zu|i-South Korea|1|13
1835841||South Korea|1|11
1835841|en|Korea, Republic of|1|18
1835841|es|Korea|1|5
1835841|fy|Sud-Korea|1|9
1835841|gd|Coirea|1|6
1835841|ig|South Korea|1|11
1835841|jv|Korea Kidul|1|11
1835841|lb|Sudkorea|1|8
1835841|qu|Corea del Sur|1|13
1835841|tk|Gunorta Koreya|1|14
1835841|uz|Janubiy Koreya|1|14
2103350||British Solomon Islands Protectorate|1|36
2103350||British Solomon Islands|1|23
2103350|af|Salomonseilande|1|15
2103350|cs|Salamounovy ostrovy|1|19
2103350|cy|Ynysoedd Solomon|1|16
2103350|da|Salomonoerne|1|12
2103350|de|Salomonen|1|9
2103350|en|Solomon Islands|1|15
2103350|eo|Salomonoj|1|9
2103350|es|Islas Salomon|1|13
2103350|et|Saalomoni Saared|1|16
2103350|eu|Salomon uharteak|1|16
2103350|fi|Salomonsaaret|1|13
2103350|fo|Salomonoyggjar|1|14
2103350|fr|Iles Salomon|1|12
2103350|ga|Oileain Sholomon|1|16
2103350|hr|Salamunovi Otoci|1|16
2103350|hu|Salamon-szigetek|1|16
2103350|id|Kepulauan Solomon|1|17
2103350|is|Salomonseyjar|1|13
2103350|it|Isole Solomon|1|13
2103350|lt|Saliamono salos|1|15
2103350|lv|Zalamana salas|1|14
2103350|ms|Kepulauan Solomon|1|17
2103350|mt|il-Gzejjer Solomon|1|18
2103350|nb|Salomonoyene|1|12
2103350|nl|Salomonseilanden|1|16
2103350|nn|Salomonoyene|1|12
2103350|pl|Wyspy Salomona|1|14
2103350|pt|Ilhas Salomao|1|13
2103350|ro|Insulele Solomon|1|16
2103350|sk|Salamunove ostrovy|1|18
2103350|sl|Salomonovo otocje|1|17
2103350|sq|Ishujt Solomon|1|14
2103350|sv|Salomonoarna|1|12
2103350|sw|Visiwa vya Solomon|1|18
2103350|tr|Solomon Adalari|1|15
2103350|vi|Quan dao Xo-lo-mong|1|19
2103350|an|Islas Salomon|1|13
2103350|ca|Salomo|1|6
2103350|frp|Iles Salomon|1|12
2103350|gl|Illas Salomon - Solomon Islands|1|31
2103350|hr|Salomonski Otoci|1|16
2103350|io|Insuli Salomon|1|14
2103350|it|Isole Salomone|1|14
2103350|ku|Giraven Salomon|1|15
2103350|kw|Ynysow Salamon|1|14
2103350|la|Insulae Salomonis|1|17
2103350|nds|Salomonen|1|9
2103350|nn|Salomonoyane|1|12
2103350|no|Salomonoyene|1|12
2103350|oc|Illas Salamon|1|13
2103350|oc|Illas Salomon|1|13
2103350|pam|Solomon Islands|1|15
2103350|scn|Isuli Salamuni|1|14
2103350|se|Salomonsullot|1|13
2103350|hbs|Solomonski Otoci|1|16
2103350|sl|Salomonovi otoki|1|16
2103350|tl|Kapuluang Salomon|1|17
2103350|tpi|Solomon Ailans|1|14
2103350|vo|Solomonuans|1|11
2103350|es|Salomon|1|7
2103350|de|Solomon-Inseln|1|14
2103350|fr|Iles Salomon|1|12
2103350|gl|Illas Salomon|1|13
2103350|ia|Insulas Solomon|1|15
2103350|it|Salomone, isole|1|15
2103350||Solomon Islands|1|15
2103350|ak|Solomon Islands|1|15
2103350|az|Solomon Adalari|1|15
2103350|bm|Salomo Gun|1|10
2103350|br|Salomon|1|7
2103350|bs|Solomonska Ostrva|1|17
2103350|ee|Solomon fudomekpowo nutome|1|26
2103350|ff|Duude Solomon|1|13
2103350|ha|Tsibiran Salaman|1|16
2103350|ki|Visiwa vya Solomon|1|18
2103350|lg|Bizanga by'eSolomooni|1|21
2103350|ln|Bisanga Solomo|1|14
2103350|lu|Lutanda lua Solomu|1|18
2103350|mg|Nosy Salomona|1|13
2103350|nd|Solomon Islands|1|15
2103350|rm|Inslas Salomonas|1|16
2103350|rn|Amazinga ya Salumoni|1|20
2103350|se|Salomon-sullot|1|14
2103350|sg|Zua Salomoon|1|12
2103350|sn|Zvitsuwa zvaSolomon|1|19
2103350|so|Jasiiradda Solomon|1|18
2103350|yo|Etikun Solomoni|1|15
2103350|zu|i-Solomon Islands|1|17
2103350|fr|Salomon|1|7
2103350|vi|Quan dao Solomon|1|16
2103350|dsb|Salomony|1|8
2103350|als|Salomonen|1|9
2103350|fy|Salomonseilannen|1|16
2103350|so|Jasiiradaha Solomon|1|19
2103350|crh|Solomon Adalari|1|15
